rumor_summary,rumor_keywords,rumor_publishTime,rumor_editor,rumor_sourceText,split_keywords
（来源：“科学辟谣”微信公众号）通报：上海市网信办处置一批传谣自媒体详情：日前，上海辟谣平台针对“临港的西门子将卖给一家国企，西门子将彻底撤离中国”的谣言进行了澄清。,"辟谣,百日咳,公众,咳嗽,阿雷西博",2024-04-08 16:59:27,董晋,中国互联网联合辟谣平台,"['辟谣', '百日咳', '公众', '咳嗽', '阿雷西博']"
,,2024-04-07 17:36:33,霍晶莹,中国互联网联合辟谣平台,['']
2024年4月3日谣言：真相：近误区：真相：此提示：详情：近监制：屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-04-03 17:06:33,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
真相：误区：多吃碱性食物瘦得快。,"真相,天都峰,瘦得快,屈绍辉,中央网信办",2024-04-02 17:39:58,贾玉韬,中国互联网联合辟谣平台,"['真相', '天都峰', '瘦得快', '屈绍辉', '中央网信办']"
,"真相,屈绍辉,提示,详情,误区",2024-04-01 17:20:57,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2024-03-29 16:42:13,周文婧,中国互联网联合辟谣平台,['']
,,2024-03-28 17:01:14,李然,中国互联网联合辟谣平台,['']
2.摸新鲜甘蔗质地较为坚硬，霉变甘蔗质地相对较软。,"甘蔗,霉变,中心,普查,诈骗",2024-03-27 17:39:08,董晋,中国互联网联合辟谣平台,"['甘蔗', '霉变', '中心', '普查', '诈骗']"
,"减肥,水煮,中国,谣言,开展",2024-03-26 16:57:58,霍晶莹,中国互联网联合辟谣平台,"['减肥', '水煮', '中国', '谣言', '开展']"
2024年3月25日谣言：真相：近误区：真相：此提示：详情：近监制：屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-03-25 17:45:59,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2024年3月22日谣言：真相：近误区：真相：此提示：详情：近监制：屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,设计,误区",2024-03-22 17:09:34,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '设计', '误区']"
真相：关注：2024年2月全国受理网络违法和不良信息举报1846.1万件详情：监制：屈绍辉 编辑：周文婧 设计：肖丽丽 尹路。,"真相,变白吗,屈绍辉,商业,大楼",2024-03-21 16:35:29,贾玉韬,中国互联网联合辟谣平台,"['真相', '变白吗', '屈绍辉', '商业', '大楼']"
,"真相,屈绍辉,提示,详情,误区",2024-03-20 16:30:45,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2024-03-19 17:37:46,周文婧,中国互联网联合辟谣平台,['']
2023年9月7日谣言：真相：近误区：真相：此提示：详情：近监制：屈绍辉 编辑：周文婧 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-03-18 16:58:24,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2024-03-15 17:22:28,霍晶莹,中国互联网联合辟谣平台,['']
在“帮忙退税”的过程中，既可能存在虚假填报的情况，也可能利用纳税人的账号、密码盗取资金。,"退税,信息,运动,减肥,热量",2024-03-14 17:41:46,董晋,中国互联网联合辟谣平台,"['退税', '信息', '运动', '减肥', '热量']"
2024年3月13日谣言：真相：近误区：真相：此提示：详情：近监制：屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,设计,误区",2024-03-13 17:22:21,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '设计', '误区']"
2024年3月12日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-03-12 18:23:59,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
真相：误区：面部皮肤需要“深层清洁”。,"真相,屈绍辉,详情,专属,深层",2024-03-11 17:23:58,贾玉韬,中国互联网联合辟谣平台,"['真相', '屈绍辉', '详情', '专属', '深层']"
2024年3月8日谣言：​​​河真相：近谣言：​​​清真相：针误区：车真相：这提示：开详情：寒监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,谣言,屈绍辉,详情,提示",2024-03-08 16:20:07,吴炎,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '详情', '提示']"
,,2024-03-07 16:17:43,周文婧,中国互联网联合辟谣平台,['']
,,2024-03-06 16:35:34,董晋,中国互联网联合辟谣平台,['']
2024年3月5日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：芮静 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-03-05 17:10:27,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2024-03-04 16:50:38,霍晶莹,中国互联网联合辟谣平台,['']
2024年3月1日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-03-01 17:22:22,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2024年2月29日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-02-29 15:57:39,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
真相：误区：车厘子吃多了会铁中毒。,"真相,车厘子,屈绍辉,详情,发生",2024-02-28 16:31:59,贾玉韬,中国互联网联合辟谣平台,"['真相', '车厘子', '屈绍辉', '详情', '发生']"
,,2024-02-27 16:59:03,吴炎,中国互联网联合辟谣平台,['']
,,2024-02-26 17:44:27,周文婧,中国互联网联合辟谣平台,['']
,,2024-02-23 17:21:19,李然,中国互联网联合辟谣平台,['']
2024年2月22日谣言：真相：科普：详情：提示：详情：监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"详情,屈绍辉,提示,晶莹,监制",2024-02-22 17:49:19,董晋,中国互联网联合辟谣平台,"['详情', '屈绍辉', '提示', '晶莹', '监制']"
,,2024-02-21 16:45:37,霍晶莹,中国互联网联合辟谣平台,['']
2024年2月20日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-02-20 17:40:33,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2024年2月19日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-02-19 18:17:19,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
真相：提示：2024年1月全国受理网络违法和不良信息举报1854万件详情：监制：荆克 屈绍辉 编辑：周文婧 设计：肖丽丽 尹路。,"安全,致癌物,真相,误区,科普",2024-02-18 17:54:51,贾玉韬,中国互联网联合辟谣平台,"['安全', '致癌物', '真相', '误区', '科普']"
2024年2月8日谣言：​​​重真相：近误区：发真相：这通报：多详情：近监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2024-02-08 14:52:41,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
,,2024-02-07 14:20:33,周文婧,中国互联网联合辟谣平台,['']
,"视频,谣言,网民,发布,信息",2024-02-06 18:24:17,李然,中国互联网联合辟谣平台,"['视频', '谣言', '网民', '发布', '信息']"
2024年2月5日谣言：真相：科普：详情：关注：详情：监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"详情,屈绍辉,晶莹,监制,编辑",2024-02-05 17:52:48,董晋,中国互联网联合辟谣平台,"['详情', '屈绍辉', '晶莹', '监制', '编辑']"
,,2024-02-04 16:26:22,霍晶莹,中国互联网联合辟谣平台,['']
2024年2月2日谣言：真相：近误区：真相：此提示：详情：近监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-02-02 17:53:55,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2024年2月1日谣言：真相：近误区：真相：并关注：详情：中监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2024-02-01 17:35:42,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
,"谣言,真相,屈绍辉,详情,尹路",2024-01-31 18:02:47,贾玉韬,中国互联网联合辟谣平台,"['谣言', '真相', '屈绍辉', '详情', '尹路']"
,"详情,真相,屈绍辉",2024-01-30 17:35:22,吴炎,中国互联网联合辟谣平台,"['详情', '真相', '屈绍辉']"
,,2024-01-29 17:54:20,周文婧,中国互联网联合辟谣平台,['']
,"溃疡,口腔,未成年人网络保护条例,来源,财务部",2024-01-26 17:09:41,李然,中国互联网联合辟谣平台,"['溃疡', '口腔', '未成年人网络保护条例', '来源', '财务部']"
2024年1月25日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,晶莹,详情",2024-01-25 17:54:22,董晋,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '晶莹', '详情']"
,,2024-01-24 16:57:47,霍晶莹,中国互联网联合辟谣平台,['']
,"真相,屈绍辉,提示,详情,误区",2024-01-23 16:43:08,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,"真相,屈绍辉,提示,详情,误区",2024-01-22 17:23:57,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
真相：误区：自来水有氯，直接用自来水蒸煮食物会致癌。,"自来水,真相,屈绍辉,监管,补贴",2024-01-19 17:17:54,贾玉韬,中国互联网联合辟谣平台,"['自来水', '真相', '屈绍辉', '监管', '补贴']"
,"真相,屈绍辉,监制,详情,误区",2024-01-18 17:32:43,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
,,2024-01-17 17:03:07,周文婧,中国互联网联合辟谣平台,['']
,,2024-01-16 18:06:03,李然,中国互联网联合辟谣平台,['']
2024年1月15日谣言：。,"真相,屈绍辉,提示,晶莹,详情",2024-01-15 16:32:57,董晋,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '晶莹', '详情']"
,,2024-01-12 16:49:34,霍晶莹,中国互联网联合辟谣平台,['']
,"详情,屈绍辉,编辑,监制,热点",2024-01-11 17:30:22,芮静,中国互联网联合辟谣平台,"['详情', '屈绍辉', '编辑', '监制', '热点']"
2024年1月10日谣言：真相：近热点：详情：甲通报：详情： 监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"详情,屈绍辉,编辑,监制,热点",2024-01-10 18:34:12,闫丹丹,中国互联网联合辟谣平台,"['详情', '屈绍辉', '编辑', '监制', '热点']"
真相：误区：“富贵包”是因肥胖造成的。,"真相,教育部,北海市,屈绍辉,发生",2024-01-09 17:32:57,贾玉韬,中国互联网联合辟谣平台,"['真相', '教育部', '北海市', '屈绍辉', '发生']"
2024年1月8日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2024-01-08 16:49:21,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2024-01-05 17:33:25,周文婧,中国互联网联合辟谣平台,['']
,"发生,地震,临夏,网民,重大",2024-01-04 17:51:48,李然,中国互联网联合辟谣平台,"['发生', '地震', '临夏', '网民', '重大']"
2024年1月3日谣言：真相：科普：详情：通报：详情：监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"详情,屈绍辉,监制,晶莹,科普",2024-01-03 17:40:39,董晋,中国互联网联合辟谣平台,"['详情', '屈绍辉', '监制', '晶莹', '科普']"
（来源：“赣州网警”微信公众号）科普：甘肃临夏积石山6.2级地震中的“砂涌现象”是什么。,"发生,地震,临夏,网民,重大",2024-01-02 17:42:56,霍晶莹,中国互联网联合辟谣平台,"['发生', '地震', '临夏', '网民', '重大']"
2023年12月29日谣言：真相：1谣言：真相：近误区：真相：并提示：详情：2监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,谣言,屈绍辉,详情,提示",2023-12-29 17:04:21,芮静,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '详情', '提示']"
2023年12月28日谣言：真相：1谣言：真相：近误区：真相：并提示：详情：2监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,谣言,屈绍辉,提示,设计",2023-12-28 17:24:06,闫丹丹,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '提示', '设计']"
真相：通报：2023年打击治理电信网络诈骗四大看点详情：监制：荆克 屈绍辉 编辑：周文婧 设计：肖丽丽 尹路。,"真相,积石山,搜救犬,燃气灶,屈绍辉",2023-12-27 16:41:51,贾玉韬,中国互联网联合辟谣平台,"['真相', '积石山', '搜救犬', '燃气灶', '屈绍辉']"
,"真相,屈绍辉,提示,详情,误区",2023-12-26 16:59:48,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2023-12-25 16:53:01,周文婧,中国互联网联合辟谣平台,['']
,"真相,屈绍辉,监制,详情,误区",2023-12-22 14:50:55,李然,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
2023年12月21日谣言：真相：科普：详情：通报：详情：监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"详情,屈绍辉,监制,晶莹,科普",2023-12-21 17:36:05,董晋,中国互联网联合辟谣平台,"['详情', '屈绍辉', '监制', '晶莹', '科普']"
,"缴费,养老金,网站,学术,病毒",2023-12-20 16:38:24,霍晶莹,中国互联网联合辟谣平台,"['缴费', '养老金', '网站', '学术', '病毒']"
2023年12月19日谣言：真相：每误区：真相：近通报：详情：20监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2023-12-19 16:47:35,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
2023年12月18日谣言：真相：每误区：真相：近通报：详情：20监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2023-12-18 18:15:58,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
,备用,2023-12-15 16:15:58,贾玉韬,中国互联网联合辟谣平台,['备用']
,"真相,屈绍辉,提示,详情,误区",2023-12-14 17:48:28,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2023-12-13 16:50:27,周文婧,中国互联网联合辟谣平台,['']
详情：近日，中央网信办举报中心依法受理处置一批仿冒学术期刊诈骗网站。,"举报,缴费,网站,仿冒,中央网信办",2023-12-12 16:34:06,董晋,中国互联网联合辟谣平台,"['举报', '缴费', '网站', '仿冒', '中央网信办']"
,"详情,屈绍辉,提示,科普,监制",2023-12-11 16:59:31,李然,中国互联网联合辟谣平台,"['详情', '屈绍辉', '提示', '科普', '监制']"
,,2023-12-08 16:33:30,李然,中国互联网联合辟谣平台,['']
2023年12月6日谣言：真相：近误区：真相：一提示：详情：一监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-12-07 09:33:38,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,"真相,屈绍辉,提示,详情,误区",2023-12-06 18:08:51,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
真相：误区：加强营养会让肿瘤生长得更快。,"真相,屈绍辉,加强,国家,造假",2023-12-05 17:28:16,贾玉韬,中国互联网联合辟谣平台,"['真相', '屈绍辉', '加强', '国家', '造假']"
2023年12月4日谣言：广真相：近误区：支真相：近提示： 人详情：为监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-12-04 17:58:22,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2023-12-01 16:49:07,周文婧,中国互联网联合辟谣平台,['']
,"公安部,维生素D,违法犯罪,惩治,暴力",2023-11-30 17:37:20,李然,中国互联网联合辟谣平台,"['公安部', '维生素D', '违法犯罪', '惩治', '暴力']"
真相：维生素D3、硫酸软骨素只能轻微缓解关节疼痛的症状，但无法治好关节炎。,"公安机关,网络,侦破,违法犯罪,受害人",2023-11-29 16:05:14,李然,中国互联网联合辟谣平台,"['公安机关', '网络', '侦破', '违法犯罪', '受害人']"
,,2023-11-28 17:18:47,霍晶莹,中国互联网联合辟谣平台,['']
2023年11月20日谣言：真相：科普：详情：提示：详情：监制：荆克 屈绍辉 编辑：贾玉韬 设计：肖丽丽 尹路。,"详情,屈绍辉,提示,科普,监制",2023-11-27 18:02:59,芮静,中国互联网联合辟谣平台,"['详情', '屈绍辉', '提示', '科普', '监制']"
2023年11月24日谣言：真相：近误区：真相：加通报：详情：近监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2023-11-24 17:41:07,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
真相：误区：支原体肺炎自测盒热销，在家自测阳性就是感染了。,"自测,网络,真相,屈绍辉,支原体",2023-11-23 17:54:39,贾玉韬,中国互联网联合辟谣平台,"['自测', '网络', '真相', '屈绍辉', '支原体']"
2023年11月22日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-11-22 17:57:33,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2023-11-21 17:48:57,周文婧,中国互联网联合辟谣平台,['']
2023年11月20日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,晶莹,详情",2023-11-20 17:20:02,董晋,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '晶莹', '详情']"
2023年11月17日谣言：外卖真相：近日，一张 配送误区：冷空气和寒潮是一回事。,"寒潮,近日,真相,冷空气,一回事",2023-11-17 17:26:16,李然,中国互联网联合辟谣平台,"['寒潮', '近日', '真相', '冷空气', '一回事']"
,,2023-11-16 17:10:43,李然,中国互联网联合辟谣平台,['']
2023年11月14日谣言：真相：近误区：真相：近提示：详情：近监制：荆克 屈绍辉 编辑：芮静 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2023-11-15 16:00:00,芮静,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
2023年11月14日谣言：真相：近误区：真相：近提示：详情：近监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-11-14 20:38:52,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2023年11月13日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：周文婧 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-11-13 16:54:06,贾玉韬,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2023年11月10日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-11-10 18:51:16,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2023-11-09 16:36:27,周文婧,中国互联网联合辟谣平台,['']
（来源：重庆辟谣）科普：乳腺结节一定是气出来的吗。,"乳腺,平台,人贩子,广场,夸克",2023-11-08 17:54:41,李然,中国互联网联合辟谣平台,"['乳腺', '平台', '人贩子', '广场', '夸克']"
真相：提示：警惕仿冒“12315”维权平台实施电信诈骗。,"平台,真相,冷空气,屈绍辉,一回事",2023-11-07 16:55:43,李然,中国互联网联合辟谣平台,"['平台', '真相', '冷空气', '屈绍辉', '一回事']"
,,2023-11-06 17:28:09,霍晶莹,中国互联网联合辟谣平台,['']
（来源：“重庆辟谣”微信公众号）误区：真相：虽然西红柿含有维生素C，但也并不代表吃了就能美白。,"维生素C,检疫,重庆市,公租房,出入境",2023-11-03 17:30:01,闫丹丹,中国互联网联合辟谣平台,"['维生素C', '检疫', '重庆市', '公租房', '出入境']"
2023年11月2日谣言：网传视频显示四川宜宾三江口有人非法捕捞。,"真相,四川宜宾,三江口,屈绍辉,支原体",2023-11-02 16:18:28,贾玉韬,中国互联网联合辟谣平台,"['真相', '四川宜宾', '三江口', '屈绍辉', '支原体']"
2023年11月1日谣言：真相：误区：真相：关注：详情：监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,设计,监制,误区",2023-11-01 16:23:14,吴炎,中国互联网联合辟谣平台,"['真相', '屈绍辉', '设计', '监制', '误区']"
,,2023-10-31 16:50:58,周文婧,中国互联网联合辟谣平台,['']
,"真相,屈绍辉,提示,详情,误区",2023-10-30 19:21:50,李然,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,,2023-10-27 17:34:54,李然,中国互联网联合辟谣平台,['']
,,2023-10-26 17:35:29,霍晶莹,中国互联网联合辟谣平台,['']
,,2023-10-25 17:53:56,霍晶莹,中国互联网联合辟谣平台,['']
,,2023-10-24 17:31:56,李雪芹,中国互联网联合辟谣平台,['']
2023年10月23日谣言：真相：身误区：真相：并提示：详情：10监制：荆克 屈绍辉 编辑：吴炎 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-10-23 17:05:17,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,"真相,屈绍辉,提示,详情,误区",2023-10-20 16:06:42,贾玉韬,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,"来源,真相,屈绍辉,详情,提示",2023-10-19 17:05:21,吴炎,中国互联网联合辟谣平台,"['来源', '真相', '屈绍辉', '详情', '提示']"
,,2023-10-18 17:50:28,霍晶莹,中国互联网联合辟谣平台,['']
2023年10月17日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：李雪芹 设计：肖丽丽 尹路。,"真相,李雪芹,屈绍辉,提示,详情",2023-10-17 17:23:23,董晋,中国互联网联合辟谣平台,"['真相', '李雪芹', '屈绍辉', '提示', '详情']"
,,2023-10-16 17:45:20,闫丹丹,中国互联网联合辟谣平台,['']
2023年10月13日谣言：上真相：近日误区：天真相：没提示：国详情：国监制：荆克 屈绍辉 编辑：霍晶莹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,晶莹,详情",2023-10-13 17:23:57,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '晶莹', '详情']"
,,2023-10-12 16:49:34,闫丹丹,中国互联网联合辟谣平台,['']
2023年10月11日谣言：真相：近误区：真相：对提示：详情： 监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-10-11 17:18:05,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
,"真相,屈绍辉,提示,详情,误区",2023-10-10 17:51:37,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
来源：“湖南省互联网举报中心”微信公众号、沅江交警）科普：年轻人患高血压，健康管理要重视详情：10月8日是全国高血压日。,"快递,沅江,信息,湖南省,大闸蟹",2023-10-09 17:56:31,闫丹丹,中国互联网联合辟谣平台,"['快递', '沅江', '信息', '湖南省', '大闸蟹']"
2023年10月8日谣言：真相：误区：真相：：详情：监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,监制,详情,误区",2023-10-08 19:33:24,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '监制', '详情', '误区']"
,,2023-10-07 16:51:46,闫丹丹,中国互联网联合辟谣平台,['']
